id,category/id,category/name/ca,category/name/es,scope/id,scope/name/ca,scope/name/es,participatory_space/id,participatory_space/url,component/id,title,body,state,reference,answer/ca,answer/es,supports,endorsements/total_count,endorsements/user_endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals,is_amend,original_proposal/title,original_proposal/url
249,223.0,Carrers i Vials,Calles y Viales,1.0,Urbanitzacions,Urbanitzacions,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Arreglar el camino  de Calafell  parc   a  Valdemar,"Buscar una solución definitiva o por lo menos mas duradera para este camino, puesto que cada vez que se arregla a las pocas semanas vuelve a estar lleno de baches y prácticamente  intransitable.",accepted,CLF-PROP-2020-08-249,"<p>Els serveis tècnics van realitzar una memòria tècnica de l'adequació d'aquest camí el mes de maig de 2018, en ell es justifica el compliment de les mesures d'integració paisatgístques que estableix el POUM pel camins a sol no urbanitzable d'especial protecció. Cal tenir en compte que per poder realitzar les obres cal enderrocar certs trams que es van formigonar en reparacions puntuals que s'han realitzat en diverses etapes. S'estima un pressupost total de 200.000 €</p>",,1,0,,0,0,12,2020-08-13 16:25:12 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/249,,,False,,
231,226.0,Platges,Playas,4.0,Segur ,Segur ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Porterías de futbol Segur Playa,"Poner porterías de futbol para que jueguen a futbol en la playa de Segur, antiguamente habían unas porterias y las quitaron por falta de mantenimiento",rejected,CLF-PROP-2020-07-231,<p>S'està executant aquest any arran dels anterior pressupostos participatius</p>,,4,2,"Oscar Morales, ",0,0,11,2020-07-31 22:50:08 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/231,,,False,,
232,223.0,Carrers i Vials,Calles y Viales,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Resaltes  pasos peatones Jaume soler ,"Al passeig mossen Jaume soler cada any s atropellan persones als pasos de  vianants, posar alguna mena de resalt o desnivell. Ens hi joguem la vida per anar a deixar  les escombraries.",accepted,CLF-PROP-2020-08-232,"<p>Indicar que estem estudiant d'altres solucions que no impliquin instal·lació de badems de forma que es puguin senyalitzar d'una manera eficient i útil mitjançant balisses de colors i passos de vianants auto iluminables, es viable, pressupost orientatiu 6.000,00 € per cada pas de vianants. Es considera que l'actuació unitaria s'hauria de fer a 5 passos de vianants entre el carrer Carrerada d'En Ralt i el carrer Estany, el que representa una inversió de 30.000 €.</p>",,4,1,José Antonio ,1,0,14,2020-08-01 06:19:45 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/232,,,False,,
233,230.0,Espai Públic,Espacio Público,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Càmeres per controlar els contenidors,"Instal·lació de càmeres als punts més habituals de bateries de contenidors on es produeix de forma continuada el dipòsit de residus a la vorera, podes, mobles, electrodomèstics, etc. per detectar infractors i poder sancionar, per acabar o minimitzar l'aspecte que tenen la majoria de carrers, principalment a Segur i urbanitzacions.",rejected,CLF-PROP-2020-08-233,<p>L'ajuntament en l'actualitat està en un procés de licitació per a la instal·lació de càmeres a la via pública per controlar diferents aspectes subjectes a seguretat ciutadana i convivència en els espais públics: la ubiació de les càmeres es plantejarà en espais conflictius com poden ser llocs d'abocaments incontroats. Es proposa que es desestimar perquè ja s'està executant</p>,,6,0,,0,0,11,2020-08-01 10:10:01 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/233,,,False,,
248,219.0,Parcs i Jardins Sostenibles,Parques y Jardines Sostenibles,4.0,Segur ,Segur ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Pulmón verde en Segur ,En la riera de Segur entre las calles Av. Alemania y C. Bolivia realizar un parque ajardinado con vegetación ya existente pero con una correspondiente limpieza y poda. Acondicionar un camino que ya existe y utiliza mucha gente entre las C.Brasil y Av. España. Como se trata de una riera habría que tener la previsión para cuando baja caudal de agua de las lluvias.,accepted,CLF-PROP-2020-08-248,"<p>S'ha redactat de Millora ambiental i d'us públic del Torrent de la Casan Nova de Segur al seu pas pel Nucli Urbá de Segur de Calafell.El pressupost eecutiu en el tram de la proposta ascendeix a 380,000 €</p>",,4,1,Cristian Mercader,0,0,14,2020-08-12 21:12:23 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/248,,,False,,
238,297.0,Residuos Cero,Residuos Cero,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Plà d'ocupació per a la contractació d'agents ambientals i cívics per lluitar contra la contaminació derivada dels residus  de la Còvid-19,"La Còvid -19 ha fet que generem una quantitat molt gran de residus especialment contaminants, com ara les mascaretes. Per tal  que no contaminin el medi natural de Calafell, tant el marítim com la muntanya i de garantir la salut de tothom, és necessària la creació d’un grup de agents ambientals, per tal de prevenir la contaminació i que també faci tasques d’eliminació de tots el residus, i s’encarregui del seu correcte tractament, per a una eliminació adequada d’aquets materials.",accepted,CLF-PROP-2020-08-238,"<p>El cost d'aquesta acció seria de 72.000€, que inclouen dos agents ambientals a jornada complerta durant un any i el lloguer de dos vehicles lleugers pel mateix espai de temps</p>",,6,0,,0,0,13,2020-08-06 10:49:26 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/238,,,False,,
242,223.0,Carrers i Vials,Calles y Viales,3.0,Calafell ,Calafell ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Pas de Vianants al Carrer de les Eres ,"Posar un pas de vianants al final del carrer de les eres que és crua amb la rambla Mossèn Jaume Tobella, just davant de la clínica veterinària i la clínica dental hi ha un stop que ningú respecta i tampoc hi ha cap mena de pas de vianants per a poder passar d'un carrer a un altre",accepted,CLF-PROP-2020-08-242,"<p>En aquest cas, a banda de fer una senyalització adïent de pintura i balisses, s'ha de fer actuació a les voreres per tal de fer-les accessibles i ficar senyals verticals, pressupost orientatiu 8.000,00€</p>",,1,0,,0,0,12,2020-08-06 12:36:35 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/242,,,False,,
244,221.0,Pistes Esportives,Pistas Deportivas,4.0,Segur ,Segur ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Taules de ping-pong - Port de Segur de Calafell,Ubicació de quatre taules de ping-pong al port en la zona d'ombra per poder practicar aquest esport tot l'any.,accepted,CLF-PROP-2020-08-244,<p>Es pressuposta amb 15000 €</p>,,2,0,,1,0,14,2020-08-08 15:54:21 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/244,,,False,,
245,300.0,Turisme Sostenible,  Turismo Sostenible   ,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Ecoitinerari Calafell,"Proposta de projecte: ruta de senderisme (Ecoitinerari) en la qual poder valorar els recursos històrics, els espais d’interès natural i la fauna i la flora de la zona.
Fomentar una nova cultura d’oci i esport a l’aire lliure, lligat a un estil de vida més saludable.",accepted,CLF-PROP-2020-08-245,"<p>S'integra en la proposta núm. 53 . Disseny de rutes , Senyalització , Neteges Adequació de les rutes .Publicació web . APPs.Es preveu una inversió de 500.000 €</p>",,20,1,Esther Sáez Perea,1,1,17,2020-08-10 09:55:14 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/245,,,False,,
236,219.0,Parcs i Jardins Sostenibles,Parques y Jardines Sostenibles,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Renovar parques infantiles del Puerto de Segur,"Hace falta una buena renovación de los parques infantiles que tenemos en el puerto, llevan ya más de 15 años siendo los mismos con sus desgastes y uso. Much@s niñ@s van a jugar allí y necesitan un buen cambio de imagen y seguridad.",accepted,CLF-PROP-2020-08-236,"<p>Es proposa la renovació de les 3 àrees de joc infantil en el propi port i l'àrea d'influència i c. Roine I c. Garona . L'import previst és de 300,000 €</p>",,4,0,,0,0,12,2020-08-03 17:40:57 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/236,,,False,,
239,230.0,Espai Públic,Espacio Público,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,"Ganar visibilidad estación Segur, Cambio diseño plaza.","Cambiar la arquitectónica de la plaza de la Estación de Segur, actualmente entre los arboles, palmera y diseño provoca que la estación tenga poca visibilidad desde el pueblo y esto genera inseguridad,  propongo un diseño mas abierto,  trasplantando palmera y arboles a otro lugar. que sea una plaza abierta.. incluso haciendo escaleras en el centro..",accepted,CLF-PROP-2020-08-239,"<p>Proposa la remodelació de la plaça Lola Boronat, projecte que ja te estudis previs realitzats simultaníament amb la redacció del projecte d'urbanitzció del sector del costat d'est de la estació de ferrocarril entre la Carretera de Barcelona i el carrer Baixador. S'hauria d'incloure actuacions de millora del pas inferior i de la seva sortida a la banda de la platja. S'estima un pressupost de 500.000 € (Es proposa unir aquesta proposta a la relacionada amb el numero 37</p>",,7,0,,0,1,11,2020-08-07 05:31:21 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/239,,,False,,
260,225.0,Espai per mascotes,Espacio para mascotas,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Nous espais canins,"Per tal de millorar la qualitat de vida animal dels gossos, proposo la instal.lació d'espais canins en diversos llocs. Es proposen els segūents emplaçaments:
- Parc de la Bòbila.
- Avinguda de la Sínia.
- Zona verda Avinguda Ribera d'Ebre.
- Zona verda entre el pavelló i el Sindicat.
- Plaça del Port (pistes de petanca).
- Solar Carrer Loira.
- zona verda Carrer Islàndia.
- Zona verda Bellamel.
- Zona verda Ferran Sor.
- Plaça de Braus de Segur.",accepted,CLF-PROP-2020-08-260,<p>Valoració del conjunt d'espais proposats</p>,,8,0,,0,0,13,2020-08-22 20:43:11 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/260,,,False,,
250,223.0,Carrers i Vials,Calles y Viales,3.0,Calafell ,Calafell ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Aceras adaptadas,"Adaptar las aceras para que cumplan la normativa para facilitar que puedan transitar carritos, personas con minusvalía y personas mayores.",accepted,CLF-PROP-2020-08-250,"<p>L'Ajuntament va realitzar un estudi de l'estat de les voreres a tot el terme municipal, l'any 2018, es van realitzar part de les obres previstes. Es pot establir una nova etapa que arivi al límit del pressupost d'aquest programa, es a dir 500.000 €</p>",,3,0,,0,0,14,2020-08-13 18:54:06 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/250,,,False,,
253,225.0,Espai per mascotes,Espacio para mascotas,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Protectora municipal en Calafell ,Necesitamos una protectora en nuestro municipio para el bienestar de los animales que son abandonados en nuestro municipio y no dejar que los lleven a la protectora de Torredembarra ( donde no se garantiza su bienestar) además de ahorrar pagar por cada animal 300€ .,rejected,CLF-PROP-2020-08-253,<p>L'ajuntament ja te prevista la construcció d'un entre d'acollida d'animals</p>,,5,2,"Noemi , Mónica",2,0,12,2020-08-15 21:21:45 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/253,,,False,,
258,232.0,Formació,Formación,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Suprimir el riesgo de exclusión académica en caso de alarma sanitaria.,"En previsión de que el curso escolar 20-21 no pueda iniciarse con normalidad debido a la situación de alarma sanitaria que, con total seguridad, obligará a que nuestros estudiantes reciban su formación via online; pido parte de estos presupuestos participativos para adquirir dispositivos electrónicos  y proporcionarlos a niños con familias de recursos más limitados.
De esta forma proporcionariamos las mismas oportunidades a todo el alumnado.",rejected,CLF-PROP-2020-08-258,<p>Competencia de la Generalitat de Catalunya</p>,,4,0,,0,0,12,2020-08-22 12:23:34 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/258,,,False,,
259,223.0,Carrers i Vials,Calles y Viales,3.0,Calafell ,Calafell ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Asfaltado de la calle Vilamar (Calafell Playa),"Continuar con la mejora de las aceras del último tramo de la calle Vilamar (Calafell Playa), en total serían dos calles. El estado de las aceras de esta calle y su alcantarillado está muy deteriorado y en muy mal estado. Se ve extraño ya que toda la calle Vilamar a excepción del último tramo está reparado recientemente. Es un tramo de mucho paso tanto de gente del pueblo como del turismo por su acceso directo a la playa lateral.",accepted,CLF-PROP-2020-08-259,"<p>La zona indicada a la proposta te una superfície de 5.000 m2, la reurbanització de la totalitat del sector te un cost molt superior al màxim previst al present programa, es proposa una primerafase que tingui el pressupost màxim de 500.000 €</p>",,1,0,,0,0,11,2020-08-22 14:28:33 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/259,,,False,,
262,219.0,Parcs i Jardins Sostenibles,Parques y Jardines Sostenibles,4.0,Segur ,Segur ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Picnic zona verde /Correcan Plaza Toros de Segur,"Picnic zona verde /Correcan Plaza Toros de Segur
Zona verde limpia y de mesas picnic y un correcan vallado para animales.
Como es muy grande, se pude poner algún juego infantil y de ejecrcicios de  mayores.",accepted,CLF-PROP-2020-08-262,"<p>El solar nomenat ""Plaça de Braus"" te una superfície de 6.814 m2, el POUM la qualifica de Sistema d'equipaments, clau 4, té accés per l'avinguda Espanya, però no pel carrer Brasil, ja que la peça de terreny que es qualificada de dotacions que permet aquesta connexió es propietat privada. Es pot estimar una actuació molt lleugera de neteja de la vegetació, amb la creació d'espais d'estada i jocs infantils i un correcan, unificant la proposta amb el numero 30 d'aquesta relació, el pressupost total estimat es de 250.000 €.</p>",,3,1,Vanessa Salmerón Montava,0,0,13,2020-08-23 16:35:28 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/262,,,False,,
263,230.0,Espai Públic,Espacio Público,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Parereres de reciclatge,"Crear illes de papereres de reciclatge en els llocs més concorreguts, passeig marítim, rambles... similars a les que hi ha en altres municipis.",accepted,CLF-PROP-2020-08-263,<p>Dotació de 60000 € per ubicar al muncipi papereres amb dipòsit per a diferents fraccions de residus municipals .</p>,,3,0,,0,1,11,2020-08-24 10:50:09 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/263,,,False,,
268,221.0,Pistes Esportives,Pistas Deportivas,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Ayudas para los niño/as que quieran practicar deporte,"Debido a la situación actual muchos niños y niñas tendrán problemas para acudir a sus clubs y sería necesario que el ayuntamiento 
Dedicara unas ayudas para pagar las cuotas,
Muchos padres con el tema del covi19 se han quedado sin trabajo y es primordial que digan sus rutinas en temas deportivas,los clubs en este momento lo están pasado mal económicamente y seria una pena que dejaran de existir, pido el apoyo de todos",accepted,CLF-PROP-2020-08-268,<p>Ajuts puntuals per la practica de l'esport abonat</p>,,4,2,"Alex , Alex Parra",0,0,12,2020-08-24 15:16:36 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/268,,,False,,
271,223.0,Carrers i Vials,Calles y Viales,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Control de velocitat mitjançan badems o quelcom efectiu a diferents carrers del Municipi ,"En diferents carrers del municipi, els vehicles pasen a tota pastilla, sense respectar la velocitat, amb el risc d'atropellament, un exemple, podria ser el c/ Jesus al nucli de Calafell poble, on hi ha canalla jugant a la plaça de cal cubano, tan mateix, les aceres són estretes i depen com, has de baixar de l'acera si vas amb carro, cadira de rodes, carro de bebé... Amb el consequen risc d'atropellament",accepted,CLF-PROP-2020-08-271,"<p>Es millora la senyalització en varis punts del municipi i l'acces a l'Institut la Talaia amb plataforma i control de velocitat , pressupost orientatiu 350.000,00 € -</p>",,4,0,,0,0,13,2020-08-24 18:46:21 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/271,,,False,,
274,232.0,Formació,Formación,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Reforçar la comunitat educativa infància i famílies,"En moments atípics que estem vivint ens donem comte que no tots els infants tenen les mateixes possibilitats
Per si és té que fer classes online,:
punt d'accessos d'internet gratuïta
gratuïtat dels llibres i material escolar per a tots els infants
Disposició de Tauletes per l'educació online
Beques menjador.
És el moment d'apostar fort per l'Educació i, els nostres infants, són el nostre futur.",rejected,CLF-PROP-2020-08-274,<p>Competencia de la Generalitat de Catalunya</p>,,0,0,,0,0,12,2020-08-26 08:44:00 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/274,,,False,,
279,224.0, Patrimoni,Patrimonio,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Un museu per Segur,"Soc Jaume de Bargas, veí de Segur fa 60 anys i fundador del museu del pany i la clau, situat a casa meva del carrer de la ferradura 48 D  de Segur des de fa uns 9 anys. 
A començaments d'any vaig contactar amb l'alcalde convidant-lo a visitar l'equipament , entenc que amb el confinament ha quedat  tot  parat.
La meva proposta passa per buscar la forma de fer una cessió en comodat del museu o sigui aconseguir un espai adient a Segur per fer la cessió i fer-s'han càrrec de  la seva gestió.",accepted,CLF-PROP-2020-08-279,"<p>La proposta pot encaixar com a un element d'un futur espai expositiu a situar al centre civic Montserrat Civit, es planteja la instal·lació d'un mòdul que es pugui integrar al mateix. S'estima un pressupost de 150.000 €</p>",,21,4,"Conxa Fos Martinez, Enric H. March, Ricard, Dolorsalimon",4,1,19,2020-08-27 14:20:12 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/279,,,False,,
266,230.0,Espai Públic,Espacio Público,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Parc de les energies,"Proposo la creació del Parc de les energies renovables amb jocs interactius d'aigua (amb molins, visensfi, turbines), d'aire (un arbre del vent) i solars (font). És una proposta mediambiental educativa (d'aprenentatge del funcionament de l'energia), de conscienciació i de coneixement de l'entorn destinada a un públic familiar. El Parc del Comú seria un espai idoni ja que d'aquesta manera també es donaria a conèixer un entorn de natura del municipi.",accepted,CLF-PROP-2020-08-266,"<p>Es pot reubicar en el Parc de la Sinia, 300.000€</p>",,10,0,,0,1,14,2020-08-24 13:12:27 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/266,,,False,,
270,302.0,Energia Renovable,Energia Renovable   ,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,"Oficina d'assessoria energètica per a ciutadans, associacions de veïns i veïnes, i comunitats de veïns","Oficina d'assessoria energètica per a ciutadans, associacions de veïns i veïnes, i comunitats de veïns per la Instal·lació d'energia solar als habitatges, i sobre les tarifes i els bons socials elèctric i tèrmic de les energètiques. 
També s'encarregarà de situacions específiques de pobresa energètica. 
Servei disponible en principi dues tardes per setmana. Ampliable si fos necessari.",accepted,CLF-PROP-2020-08-270,"<p>Aquesta acció tindria un cost aproximat de 20.000€, que inclouen el treball d'una persona tècnica en energia i medi ambient al 20% de jornada durant un any i el montatge de l'espai adïent</p>",,4,0,,0,0,11,2020-08-24 17:03:47 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/270,,,False,,
275,223.0,Carrers i Vials,Calles y Viales,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Plan implatacion progresiva de carril bici al municipio,"Calafell necesita apostar por la mobilidad urbana ecológica, y por tanto tener una red de carril bici, para poder conectar nucleos ( Pueblo, playa , segur y urbanizaciones). Actualemte sólo se puede por le paseo marítimo, pero tambien se podria utilizar la C31, como muchos municipios que utilizan la parte central para bicis y patinetes. 
La bicicleta será el medio de transporte del futuro.",accepted,CLF-PROP-2020-08-275,"<p>Aquest tema que no és quelcom fàcil, s'ha d'integrar dins de l'Estudi de Mobilitat Urbana Sostenible, pressupost orientatiu 85.000,00 € - A questa va conectada amb le següents propostes 39-42-46-47-51</p>",,5,0,,0,0,12,2020-08-26 10:40:03 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/275,,,False,,
286,230.0,Espai Públic,Espacio Público,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Movilidad Paseo Marítimo,"La mayoría de ciudades se están reinventando.
La contaminación en la crisis ecológica del planeta requiere unas ciudades cada vez más sostenibles y libres de polución.
La responsabilidad ecológica hace que ciudades como Barcelona, Sevilla, Zaragoza, Valencia, Madrid, Valladolid, Vigo, A Coruña o Pamplona abran sus centros a nuevas zonas peatonales..
Calafell tendría que formar parte de este núcleo de ciudades.
Adjunto documento.",accepted,CLF-PROP-2020-08-286,"<p>Aquest tema que no és quelcom fàcil, s'ha d'integrar dins de l'Estudi de Mobilitat Urbana Sostenible, pressupost orientatiu 85.000,00 € - A questa va conectada amb le següents propostes 39-42-46-47-51</p>",,1,0,,0,1,11,2020-08-30 17:18:37 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/286,,,False,,
285,304.0,Rehabilitación ecológica,Rehabilitación Ecológica,3.0,Calafell ,Calafell ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Recuperación de la fauna y la vegetación autóctona de la Riera de los Patos.,"Limpiar la cuenca de la riera de plásticos, latas, carros de compra  etc..
Recuperar la Riera desde el punto de vista ambiental y paisajístico para mejorar la calidad de vida de los vecinos y vecinas de la población y la promoción del turismo.
Rehabilitacion y mejora del camino que va desde el final del parking de la estacion hasta el subterraneo pequeño de la via, ya que es un camino muy utilizado por toda la poblacion y el turismo y una de las pocas zonas verdes de Calafell.",accepted,CLF-PROP-2020-08-285,<p>Actualització del Projecte de recuperació de l'espai fluvial del Torrent de la Grallera ( Tram Calafell Aventura - Via Tren) i Execució del pojecte . Pressupost de 500000 €</p>,,11,2,"FemCalafell, ANGEL RABAL LUJAN",0,0,14,2020-08-29 15:10:21 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/285,,,False,,
280,232.0,Formació,Formación,3.0,Calafell ,Calafell ,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Aula de robòtica per a l'escola Santa Creu,"A l'escola Sta Creu volem que els nostres infants puguin fer robòtica. Tenim l'aula i la il·lusió però necessitem molts elements per començar. Ens cal mobiliari, taules grans, armaris i materials tecnològics tals com un ordinador, una PDI, tauletes interactives, així com els robots (eboots) i les seves peces i components. Si us plau ajudeu-nos a aconseguir-ho i voteu per la nostra AULA DE ROBÒTICA i la implantació de les noves tecnologies!",accepted,CLF-PROP-2020-08-280,<p>Aquesta aula la podrien utilitzar tots els centres educatius del municipi</p>,,5,1,AnaGD,0,0,31,2020-08-28 11:54:32 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/280,,,False,,
281,230.0,Espai Públic,Espacio Público,6.0,Municipi,Municipio,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Millorar la xarxa de transport públic per aconseguir un poble més sostenible. ,"Perquè el so del nostre municipi ja no és el mar ni els ocells de la nostra ""Ciutat jardí"". Vivim en un entorn privilegiat de puig, turons, platja, boscos lligat a un projecte de Ciutat jardí forjat als anys 50- 60 que s'ha ofegat per la carretera nacional, els embossos, les botzines, el tràfic i la manca d'una xarxa de transport públic cada 15/30 minuts 24 hores al dia o bicis elèctriques ni carril bicis per tots els racons del municipi.",accepted,CLF-PROP-2020-08-281,"<p>Aquest tema que no és quelcom fàcil, s'ha d'integrar dins de l'Estudi de Mobilitat Urbana Sostenible, pressupost orientatiu 85.000,00 € - A questa va conectada amb le següents propostes 39-42-46-47-51</p>",,2,0,,0,0,12,2020-08-28 17:10:09 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/281,,,False,,
288,223.0,Carrers i Vials,Calles y Viales,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Señalización vial animales,"En el municipio contamos con muchas colonias de gatos ,debido al esceso de velocidad de muchos vehículos, sobre todo en calles saltándose el límete de velocidad, y dado que algunas calles son de bajada aumentándola más todavía,
Solicito señalización en alguna de esas calles cercanas donde hay  colonias y los animales están siendo diariamente  atropellados .",rejected,CLF-PROP-2020-08-288,<p>La senyalització proposada no està homologada al Codi de Circulació vigent.</p>,,10,0,,0,1,14,2020-08-30 18:33:17 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/288,,,False,,
282,223.0,Carrers i Vials,Calles y Viales,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Carril para bicicletas  no elèctrico ,"Carril bici en el paseo  de Segur a Calafell , solo bicicletas y patines que no sean electricos.",accepted,CLF-PROP-2020-08-282,"<p>Aquest tema que no és quelcom fàcil, s'ha d'integrar dins de l'Estudi de Mobilitat Urbana Sostenible, pressupost orientatiu 85.000,00 € - A questa va conectada amb le següents propostes 40-43-47-48-51</p>",,3,0,,0,0,14,2020-08-29 09:02:02 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/282,,,False,,
265,230.0,Espai Públic,Espacio Público,,,,23,https://decidim.calafell.cat/processes/pressupostos-participatius-2021?participatory_process_slug=pressupostos-participatius-2021,120,Parc de les energies,"Proposo la creació del Parc de les energies renovables amb jocs interactius d'aigua (amb molins, visensfi, turbines), d'aire (un arbre del vent) i solars (font). És una proposta mediambiental educativa (d'aprenentatge del funcionament de l'energia), de  conscienciació i de coneixement de l'entorn destinada a un públic familiar. El Parc del Comú seria un espai idoni  ja que d'aquesta manera també es donaria a conèixer un entorn de natura del municipi.",withdrawn,CLF-PROP-2020-08-265,,,0,0,,0,1,11,2020-08-24 12:14:34 UTC,https://decidim.calafell.cat/processes/pressupostos-participatius-2021/f/120/proposals/265,,,False,,
