id,category/id,category/name/ca,scope/id,scope/name/ca,participatory_space/id,participatory_space/url,component/id,title,body,state,reference,answer/ca,supports,endorsements/total_count,endorsements/user_endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals,is_amend,original_proposal/title,original_proposal/url
1087,385.0,Millorar els equipaments del barri,,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Millora pas vianants Pont Rius i Taulet,<p>Ampliar les voreres del Pont de Rius i Taulet ( FGC Sant Cugat-Sabadell)</p>,,SCG-PROP-2020-05-1087,,0,0,,0,0,14,2020-05-26 16:10:59 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1087,,,False,,
1627,,,,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Accés Escola Pins del Valles desde Bosc Volpelleres,<p>Accés Escola Pins del Valles desde Bosc Volpelleres</p>,,SCG-PROP-2020-06-1627,,0,0,,0,0,14,2020-06-20 22:27:53 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1627,,,False,,
1143,391.0,"Apostar per la mobilitat accessible, sostenible i inclusiva",,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Parking bicis box,"<p>Proposo que hi hagi més bici box especialment davant equipaments com la biblioteca, farmacia, centre del poble</p>",,SCG-PROP-2020-05-1143,,0,0,,0,0,15,2020-05-28 16:10:07 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1143,,,False,,
1435,388.0,"Promoure el comerç de proximitat i de projectes de l’economia social, solidària i sostenible",,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Col·locació botiga Humana,<p>Hola! Volia proposar que es col·loqués una botiga de roba de segona ma de la xarxa HUMANA </p><p>Gràcies!</p>,,SCG-PROP-2020-06-1435,,0,0,,0,0,15,2020-06-16 10:54:17 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1435,,,False,,
1438,,,,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Classes dirigides a tots els grups edat.,"<p>Poder aprofitar entorns al aire lliure per a poder fer classes dirigides a diferents grups edats. Des de gimnàs per a persones grans fins a activitats lúdiques per a infants, la idea es poder generar vincles entre les persones del barri i promoure una societat mes saludable.&nbsp;</p>",,SCG-PROP-2020-06-1438,,0,0,,0,0,15,2020-06-16 11:34:48 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1438,,,False,,
1429,385.0,Millorar els equipaments del barri,,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Arreglo cableado eléctrico en Calle Alvarez,"<p>Buenos días,  en calle Alvarez hay uno cuantos cables suspendidos que están en muy mal estado. Algunos de estos están sospendidos tan bajos que se pueden tocar con mano. Otros  quedan colgando desde palos eléctricos formando nubes de cables muy desordenados. Sería genial arreglarlos o idealmente subterrárlos.</p>",,SCG-PROP-2020-06-1429,,0,0,,0,0,14,2020-06-16 06:17:27 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1429,,,False,,
1450,,,,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Skatepark (parque de patinaje) para Volpelleres,<p><br></p><p><br></p>,,SCG-PROP-2020-06-1450,,0,0,,0,0,14,2020-06-17 06:48:15 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1450,,,False,,
1588,385.0,Millorar els equipaments del barri,,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Campo de futbol Jaume Tubau,"<p>Rebajar al 50% los decibelios que producen esta instalación, afecta a unos 350 vecinos.</p>",withdrawn,SCG-PROP-2020-06-1588,,0,0,,0,0,14,2020-06-20 11:03:36 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1588,,,False,,
1629,,,,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Millorar accesibilitat entre estacio volpelleres i Sant Domenec Nord,<p>Al cami entre estacio Volpelleres i carrer Auladell les boreres no son prou amples per un carro de bebé dificultant access i seguretat.</p>,,SCG-PROP-2020-06-1629,,0,0,,0,0,14,2020-06-20 22:44:15 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1629,,,False,,
1739,392.0,"Promoure energies renovables, millora de l’eficiència energètica i gestió de residus",,,141,https://decidim.santcugat.cat/processes/centreoest?participatory_process_slug=centreoest,374,Espai d'Autoreparació i Compartir o llogar eines; Fer Cursos de Autoreparació Vs Obsolescencia Programada,"<p>&nbsp;Cursos i tallers de reparació i obsolescència programada tant per a la ciutadania en general com a les escoles. </p><p>Mantenir un espai fixe o d'horari variat concret on es faran cursos i tallers d'autoreparació, evitant l'obsolescència Programada. </p><p>També d'intercanvi, compartir o llogar eines. </p>",,SCG-PROP-2020-06-1739,,0,0,,0,0,14,2020-06-22 07:29:17 UTC,https://decidim.santcugat.cat/processes/centreoest/f/374/proposals/1739,,,False,,
