id,category/id,category/name,scope/id,scope/name,participatory_space/id,participatory_space/url,component/id,title/ca,description/ca,start_time,end_time,attendees,contributions,organizations,address,location/ca,reference,comments,attachments,followers,url,related_proposals,related_results
268,,,,,144,https://decidim.santcugat.cat/processes/mira-sol?participatory_process_slug=mira-sol,397,Consell de Barri: Sessió de debat de les propostes del Pressupost Participatiu,"<p>En aquesta sessió es presentaran i debatran les propostes que es portaran a votació en el Pressupost Participatiu de Mira-sol.</p><p>Podeu veure totes propostes vàlides per a la sessió de debat <a href=""https://codit-decidim-santcugat.s3.amazonaws.com/decidim-sant-cugat/uploads/decidim/attachment/file/756/MIRA-SOL-_PROPOSTES_V%C3%80LIDES_SESSI%C3%93_DELIBERACI%C3%93__6_.pdf"" target=""_blank"">aquí </a>i prioritzar les propostes més rellevants per al barri, responent aquest <a href=""https://decidim.santcugat.cat/processes/mira-sol/f/406/"" target=""_blank"">qüestionari</a>.</p><p><br></p>",2020-11-23 17:30:00,2020-11-23 19:30:00,0,0,,"Carrer de Mallorca, 42, 08195 Sant Cugat del Vallès, ",SESSIÓ ON-LINE PER VIDEOCONFERÈNCIA,SCG-MEET-2020-10-268,12,0,34,https://decidim.santcugat.cat/processes/mira-sol/f/397/meetings/268,,
