id,category/id,category/name,scope/id,scope/name,participatory_space/id,participatory_space/url,component/id,title/ca,description/ca,start_time,end_time,attendees,contributions,organizations,address,location/ca,reference,comments,attachments,followers,url,related_proposals,related_results
264,,,,,145,https://decidim.santcugat.cat/processes/Floresta?participatory_process_slug=Floresta,393,Consell de Barri: Sessió de debat de les propostes del Pressupost Participatiu,"<p>En aquesta sessió es presentaran i debatran les propostes que es portaran a votació en el Pressupost Participatiu de la Floresta.</p><p>Podeu veure totes propostes vàlides per a la sessió <a href=""https://codit-decidim-santcugat.s3.amazonaws.com/decidim-sant-cugat/uploads/decidim/attachment/file/757/LA_FLORESTA_-_PROPOSTES_V%C3%80LIDES_SESSI%C3%93_DELIBERACI%C3%93__1_.pdf"" target=""_blank"">aquí</a>.</p>",2020-11-11 18:00:00,2020-11-11 20:00:00,0,0,," Carrer Pearson, 30, 08198 Sant Cugat del Vallès, Barcelona",SESSIÓ ON-LINE PER VIDEOCONFERÈNCIA,SCG-MEET-2020-10-264,4,0,29,https://decidim.santcugat.cat/processes/Floresta/f/393/meetings/264,,
