id,category/id,category/name/ca,category/name/es,scope/id,scope/name/ca,scope/name/es,participatory_space/id,participatory_space/url,component/id,title/ca,title/es,description/ca,description/es,start_time,end_time,attendees,contributions,organizations,address,location/ca,location/es,reference,comments,attachments,followers,url,related_proposals,related_results
2767,,,,148.0,el Bon Pastor,el Bon Pastor,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de barri Extraordinari Bon Pastor,Consejo de barrio Extraordinario Bon Pastor,<p>Sessió especial del Consell de Barri on parlarem de quines són les accions prioritàries al barri i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-06 17:30:00,2020-02-06 19:30:00,60,13,Entitats del barri del Bon Pastor,"Carrer de l'Estadella, 64, 08030 Barcelona",Biblioteca Bon Pastor,Biblioteca Bon Pastor,BCN-MEET-2020-02-2767,0,1,275,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2767,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19124, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19093, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19096, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19101, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19109, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19110, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19111, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19114, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19118, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19122, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19129, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19131, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19136",
2770,,,,146.0,la Trinitat Vella,la Trinitat Vella,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de barri Extraordinari La Trinitat Vella,Consejo de barrio Extraordinario La Trinitat Vella,<p>Sessió especial del Consell de Barri on parlarem de quines són les accions prioritàries al barri i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-11 17:30:00,2020-02-11 19:30:00,31,11,Entitats del barri de La Trinitat Nova.,"Carrer de la Foradada, 36, 08033 Barcelona",Centre Cívic Trinitat Vella,Centro Cívico Trinitat Vella,BCN-MEET-2020-02-2770,0,1,273,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2770,,
2771,,,,152.0,Navas,Navas,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de barri Extraordinari Navas,Consejo de barrio Extraordinario Navas,<p>Sessió especial del Consell de Barri on parlarem de quines són les accions prioritàries al barri i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-12 17:30:00,2020-02-12 19:30:00,25,10,Entitats del barri de Navas,"Passatge del Dr. Torent, 1, 08027 Barcelona",Centre Cívic Navas ,"Centro Cívico Navas
",BCN-MEET-2020-02-2771,0,1,274,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2771,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18905, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19176, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19173, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19174, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19175",
2773,,,,150.0,la Sagrera,la Sagrera,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de barri Extraordinari La Sagrera,Consejo de barrio Extraordinario La Sagrera,<p>Sessió especial del Consell de Barri on parlarem de quines són les accions prioritàries al barri i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-13 17:30:00,2020-02-13 19:30:00,39,14,Entitats del barri de La Sagrera,"Carrer de Martí Molins, 29, 08027 Barcelona","Centre Cívic de la Sagrera “la Barraca”
",Centro Cívico de la Sagrera “la Barraca”,BCN-MEET-2020-02-2773,0,1,273,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2773,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19171, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19158, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19159, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19160, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19161, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19162, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19163, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19164, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19165, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19166, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19167, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19168, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19169, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19172",
2774,,,,151.0,el Congrés i els Indians,el Congrés i els Indians,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de barri Extraordinari Congres-Indians,Consejo de barrio Extraordinario Congres-Indians,<p>Sessió especial del Consell de Barri on parlarem de quines són les accions prioritàries al barri i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-19 17:30:00,2020-02-19 19:30:00,55,18,Entitats del barri de Congrés-Indians,"25 - 35, Carrer de la Manigua, 08027 Barcelona","Casal de Barri Congrés-Indians
",Casal de Barrio Congrés-Indians,BCN-MEET-2020-02-2774,0,1,273,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2774,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19188, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19189, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19190, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19197, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19192, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19193, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19194, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19195, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19196, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19198, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19199, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19200, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19201, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19202, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19203, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19204, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19205, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19206",
2775,720.0,Drets socials,Derechos Sociales,3.0,Sants - Montjuïc,Sants - Montjuïc,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,"Consell Sectorial de Gènere, Dones i LGTBI de Sants-Montjuïc","Consejo Sectorial de Género, Mujeres y LGTBI ","<p>Debat del Consell sectorial de Gènere, Dones i LGTBI i recollida de propostes i projectes d’inversió pel districte. </p>","<p>Debat del Consejo sectorial de Génere, Mujeres y LGTBI y recogida de propuestas y proyectos de inversión para el distrito. </p>",2020-02-12 17:00:00,2020-02-12 19:00:00,13,11,"Associació LLIGAM
Centro Cultural Estrellas Altas
Taula Dones La Marina
Associació Font de la Guatlla Dones
Veïna Sants M ERC
Taula Dones La Marina
Pandora
Veïna Font de la Guatlla-Magoria
Secreataría S-H-B
COOP Cúrcuma
Vïna
Espai Feminista Saul
AAVV Font de la Guatlla","Carrer de la Creu Coberta, 104, 106, 08014 Barcelona",Seu del Districte de Sants-Montjuïc,,BCN-MEET-2020-02-2775,0,1,272,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2775,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18145, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18146, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18147, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18148",
2777,723.0,Dret a la Ciutat,Derecho a la ciudad,2.0,Eixample,Eixample,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Propostes per millorar la seguretat a l’Eixample,Propuestas para mejorar la seguridad en el Eixample,<p>Sessió de debat i recollida de propostes i projectes d'inversió en l'àmbit de les polítiques per millorar la seguretat a l'Eixample. Vine i participa!</p>,<p>Sesión de debate y recogida de propuestas y proyectos de inversión en el ámbito de las políticas para mejorar la seguridad en el Eixample. ¡Ven y participa!</p>,2020-02-10 18:00:00,2020-02-10 20:00:00,14,0,"Institut Escola del Treball
AAVV Sagrada Família
Associació Passeig de Gràcia
Eix Sagrada Família
Eixample Respira ","Carrer d'Aragó, 311, 08009 Barcelona",Sala de Plens de la seu del districte,Sala de Plenos de la sede del distrito,BCN-MEET-2020-02-2777,0,1,272,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2777,,
2778,720.0,Drets socials,Derechos Sociales,2.0,Eixample,Eixample,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Propostes per millorar la salut a l’Eixample ,Propuestas para mejorar la salud en el Eixample,<p>Sessió de debat i recollida de propostes i projectes d'inversió en l'àmbit de salut a l'Eixample. Vine i participa!</p>,<p>Sesión de debate y recogida de propuestas y proyectos de inversión en el ámbito de salud en el Eixample. ¡Ven y participa!</p>,2020-02-12 16:00:00,2020-02-12 18:00:00,25,4,"AVV FORT PIENC
Ass. Provenza
AVV Sagrada Familia
ICS
Mar de Somnis
Apode
ASPB
ASSIR ICS
Sos Ronda Univ
Eixample Respira
EAP Via Roma Cap Manso
Eap Via Roma
CPB-SSM
Grup Agata 
CSB
Cap Pg. Sant Joan
Eap Universitat
Cus usuaris
Eap Sant Antoni. Cap Manso","Carrer d'Aragó, 311, 08009 Barcelona",Sala de Plens de la seu del districte,Sala de Plenos de la sede del distrito,BCN-MEET-2020-02-2778,0,3,274,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2778,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19434, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19436",
2779,721.0,Progrés Econòmic,Progrés Econòmic,9.0,Sant Andreu,Sant Andreu,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Debat sectorial de Comerç de Sant Andreu,Debate sectorial de Comercio de Sant Andreu,<p>Sessió especial on parlarem de quines són les accions prioritàries i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-06 14:00:00,2020-02-06 15:50:00,18,6,Entitats de Comerç del districte de Sant Andreu,"Carrer Gran de Sant Andreu, 111, 08030 Barcelona","Centre Cívic Sant Andreu
","Centro Cívico Sant Andreu
",BCN-MEET-2020-02-2779,0,1,274,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2779,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22079, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22600, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22602, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22603, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22604, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22605",
2780,,,,2.0,Eixample,Eixample,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de Barri: Propostes de futur per l’Esquerra de l’Eixample,Consejo de Barrio: Propuestas de futuro para la Izquierda del Eixample,<p>Sessió de debat i recollida de propostes i projectes d'inversió al barri de l'Esquerra de l'Eixample. Vine i participa!</p>,<p>Sesión de debate y recogida de propuestas y proyectos de inversión en el barrio de la Izquierda del Eixample. ¡Ven y participa!</p>,2020-02-17 17:30:00,2020-02-17 20:00:00,50,12,"AFA Auró
J.Montserrat
Camí Amic
AVVEE
AMPA Els Llorers
Eixample Respira
Eixample Ez0
Eix Eixample
Gengants EE
C.J Queix
AMPA Joan Miró
CCEE Esquerdats
ESCAR Eixample
A.C Aldaza
AFA Xirinacs
Associació Amics Passatge
","Carrer del Comte d'Urgell, 145, 08036 Barcelona",Centre Cultural Teresa Pàmies,Centro Cultural Teresa Pàmies,BCN-MEET-2020-02-2780,2,3,274,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2780,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19441, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19442, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19443, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19444, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19445, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19446, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19526, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19929, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19932, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20380",
2781,,,,107.0,Sants,Sants,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de Barri de Sants,Consejo de Barrio de Sants,<p>Debat i recollida de propostes i projectes d’inversió pel barri i/o el conjunt del districte. </p><p><br></p>,<p>Debate y recogida de propuestas y proyectos de inversión para el barrio y/o el conjunto del distrito.  </p><p> </p><p>&nbsp;</p>,2020-02-13 17:00:00,2020-02-13 19:00:00,82,35,'-,"  Carrer de Sants, 79, 08014 Barcelona",Centre Cívic Cotxeres de Sants,Centro Cívico Cotxeres de Sants,BCN-MEET-2020-02-2781,0,1,274,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2781,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18167, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18168, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18169, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18170, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18171, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18172, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18176, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18177, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18178, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18179, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18181",
2782,720.0,Drets socials,Derechos Sociales,9.0,Sant Andreu,Sant Andreu,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Debat sectorial Feminismes i LGTBI de Sant Andreu,Debate sectorial Feminismos y LGTBI de Sant Andreu,<p>Sessió especial del Consell de Barri on parlarem de quines són les accions prioritàries al barri i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-18 18:00:00,2020-02-18 20:00:00,6,2,Entitats LGBTIQ i feministes del districte de Sant Andreu,"Carrer de Felip II, 222, 08027 Barcelona",Can Clariana Cultural,Can Clariana Cultural,BCN-MEET-2020-02-2782,0,1,273,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2782,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22606, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22607",
2788,724.0,"Aprenentatges, creativitat i vincles","Aprendizajes, creatividad y vínculos",3.0,Sants - Montjuïc,Sants - Montjuïc,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell d'Esports amb entitats i equipaments esportius de Sants-Montjuïc,Consejo de Deportes con entidades y equipamientos deportivos de Sants-Montjuïc,<p>Debat del Consell sectorial d'Esports i recollida de propostes i projectes d’inversió pel districte.  </p><p>&nbsp;</p>,<p>Debate del Consejo sectorial de Deportes y recogida de propuestas y proyectos de inversión para el distrito. </p>,2020-03-04 17:00:00,2020-03-04 19:00:00,12,5,"Basquet Ateneu Montserrat
CE Mediterrani
Associació Esportiva Patinatge
AVV Hostafrancs
Llop Gestió
Club Ciclista Catalunya Barcelona
UE Sants
Zona Franca FC
Societat Esportiva Mercat Nou Magoria
Taula d'esports
BUC","Carrer de la Creu Coberta, 104, 106, 08014 Barcelona",Seu de Districte de Sants-Montjuïc,Sede de Distrito de Sants-Montjuïc,BCN-MEET-2020-02-2788,0,2,273,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2788,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/18452, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20746, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20747, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20748, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20749, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20750, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20751, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20752",
2783,722.0,Emergència Climàtica,Emergencia Climática,3.0,Sants - Montjuïc,Sants - Montjuïc,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Debat sobre Medi Ambient i Emergència Climàtica a Sants-Montjuïc,Debate sobre Medio Ambiente y Emergencia Climática en Sants-Montjuïc,<p>Debat obert sobre Medi Ambient i Emergencia Climàtica i recollida de propostes i projectes d’inversió pel districte. </p><p> </p><p>&nbsp;</p>,<p>Debate abierto sobre Medio Ambiente y Emergencia Climática y recogida de propuestas y proyectos de inversión para el distrito. </p>,2020-02-24 17:00:00,2020-02-24 19:00:00,16,7,"Slow food
Federació AICE
AFA Tres Pins
Economat social Sants
Amics de la bici
Som mobilitat","Carrer d'Olzinelles, 31, 08014 Barcelona",Lleialtat Santsenca,,BCN-MEET-2020-02-2783,0,3,272,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2783,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19925, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19926, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19930, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19933, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19935, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19938, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19993",
2784,,,,2.0,Eixample,Eixample,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Polítiques feministes i LGTBI a l’Eixample,Políticas feministas y LGTBI en el Eixample,<p>Sessió de debat i recollida de propostes i projectes d'inversió en les polítiques feministes i LGTBI a l'Eixample. Vine i participa!</p>,<p>Sesión de debate y recogida de propuestas y proyectos de inversión en las políticas feministas y LGTBI en el Eixample. ¡Ven y participa!</p>,2020-02-18 17:30:00,2020-02-18 19:30:00,18,2,"Associació Hèlia
Jovent Republicà
Cooperacció 
Plataforma Llatina
Acathi
Marea Pensionista
Teatre Dona
Vocalia Dones AVV Sant Antoni
VAE 
Associació de Dones Ca l'Aurèlia
UB","Carrer del Comte Borrell, 22, 08015 Barcelona",Centre LGTBI,Centro LGTBI,BCN-MEET-2020-02-2784,0,3,272,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2784,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20355, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20379",
2785,720.0,Drets socials,Derechos Sociales,9.0,Sant Andreu,Sant Andreu,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,"Debat sectorial Salut, cures i envelliment de Sant Andreu","Debate sectorial Salud, cuidados y envejecimiento de Sant Andreu",<p>Sessió especial del Consell de Barri on parlarem de quines són les accions prioritàries al barri i recollirem idees per als Pressupostos Participatius. Vine i participa!</p>,<p>Sesión especial del Consejo de barrio donde hablaremos de cuales son las acciones prioritarias en el barrio y recogeremos ideas para los Presupuestos Participativos. ¡Ven y participa!</p>,2020-02-25 17:30:00,2020-02-25 19:30:00,21,6,Entitats de Salut i Cures del districte de Sant Andreu,"Carrer d'Alfarràs, 30 08030 Barcelona",Casal Gent Gran Bon Pastor,Casal Gente Mayor Bon Pastor,BCN-MEET-2020-02-2785,0,1,273,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2785,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22609, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22610, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22611, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22612, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22613, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/22614",
2786,,,,100.0,Sant Antoni,Sant Antoni,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de Barri: Propostes de futur per Sant Antoni,Consejo de Barrio: Propuestas de futuro para Sant Antoni,<p>Sessió de debat i recollida de propostes i projectes d'inversió en el barri de Sant Antoni de l'Eixample. Vine i participa!</p>,<p>Sesión de debate y recogida de propuestas y proyectos de inversión en el barrio de Sant Antoni del Eixample. ¡Ven y participa!</p>,2020-02-24 17:30:00,2020-02-24 20:00:00,50,12,"Sant Antoni Comerç (SAC)
Associació Discapacitats Visuals de Catalunya
Plataforma Sant Antoni Vigila
De Veí a Veí
Marea Pensionista
Fem Sant Antoni
Fundació Paideia
Consell Ciutadà
Plataforma Pensionista Calabria 66
Associació de Veïns Sant Antoni","Carrer de Calàbria, 66, 08015 Barcelona",Espai Veïnal Calàbria 66,Espacio Vecinal Calabria 66,BCN-MEET-2020-02-2786,0,3,272,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2786,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19450, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19451, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19527, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19528, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19529, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19530, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19531, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19532, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/19533",
2801,,,,106.0,Sants - Badal,Sants - Badal,79,https://www.decidim.barcelona/processes/PressupostosParticipatius?participatory_process_slug=PressupostosParticipatius,3769,Consell de Barri de Sants-Badal,Consejo de Barrio de Sants-Badal,<p>Debat i recollida de propostes i projectes d’inversió pel barri i/o el conjunt del districte. </p>,<p>Debate y recogida de propuestas y proyectos de inversión para el barrio y/o el conjunto del distrito. </p>,2020-03-05 17:00:00,2020-03-05 19:00:00,42,24,"Coordinadora XERA
Secretariat d'entitats
A.V. Badal","Carrer de Violant d'Hongria Reina d'Aragó, 39-49, 08028 Barcelona",Escola Sopeña,Escola Sopeña,BCN-MEET-2020-02-2801,0,2,275,https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3769/meetings/2801,"https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20875, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20873, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20876, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/20877, https://www.decidim.barcelona/processes/PressupostosParticipatius/f/3768/proposals/23489",
