id,category/id,category/name,scope/id,scope/name,participatory_space/id,participatory_space/url,component/id,title/ca,description/ca,start_time,end_time,attendees,contributions,organizations,address,location/ca,reference,comments,attachments,followers,url,related_proposals,related_results
266,,,,,142,https://decidim.santcugat.cat/processes/centreest?participatory_process_slug=centreest,395,Consell de Barri: Sessió de debat de les propostes del Pressupost Participatiu,"<p>En aquesta sessió es presentaran i debatran les propostes que es portaran a votació en el Pressupost Participatiu del Centre Est.</p><p>Podeu veure totes propostes vàlides per a la sessió de debat <a href=""https://codit-decidim-santcugat.s3.amazonaws.com/decidim-sant-cugat/uploads/decidim/attachment/file/753/CENTRE_EST_-_PROPOSTES_V%C3%80LIDES_SESSI%C3%93_DELIBERACI%C3%93.pdf"" target=""_blank"">aquí</a> i prioritzar les propostes més rellevants per al barri, responent aquest <a href=""https://decidim.santcugat.cat/processes/centreest/f/399/"" target=""_blank"">qüestionari</a>.</p><p><br></p><p><br></p>",2020-11-25 17:30:00,2020-11-25 19:30:00,0,0,,"Plaça d'en Coll, 4, 08172 Sant Cugat del Vallès, ",SESSIÓ ON-LINE PER VIDEOCONFERÈNCIA,SCG-MEET-2020-10-266,4,0,24,https://decidim.santcugat.cat/processes/centreest/f/395/meetings/266,,
