id,category/id,category/name/ca,category/name/es,scope/id,scope/name,participatory_space/id,participatory_space/url,component/id,title/ca,title/es,description/ca,description/es,start_time,end_time,attendees,contributions,organizations,address,location/ca,location/es,reference,comments,attachments,followers,url,related_proposals,related_results
33,,,,,,21,https://decidim.calafell.cat/processes/pressupostos-participatius-2020?participatory_process_slug=pressupostos-participatius-2020,94,Aprovació Pressupostos Participatius 2020,Aprobación Presupuestos Participativos 2020,<p>Aprovació Pressupostos Participatius 2020</p>,<p>Aprobación Presupuestos Participativos 2020</p>,2019-07-29 17:00:00,2019-07-29 19:00:00,0,0,,"Sant Pere 27, 43820, Calafell",Sala de Plens,Sala de Plenos,CLF-MEET-2019-07-33,0,1,31,https://decidim.calafell.cat/processes/pressupostos-participatius-2020/f/94/meetings/33,,
