id,category/id,category/name,scope/id,scope/name,participatory_space/id,participatory_space/url,component/id,title/ca,description/ca,start_time,end_time,attendees,contributions,organizations,address,location/ca,reference,comments,attachments,followers,url,related_proposals,related_results
265,,,,,146,https://decidim.santcugat.cat/processes/lesplanes?participatory_process_slug=lesplanes,394,Consell de Barri: Sessió de debat de les propostes del Pressupost Participatiu,"<p>En aquesta sessió es presentaran i debatran les propostes que es portaran a votació en el Pressupost Participatiu de les Planes.</p><p>Podeu veure totes propostes vàlides per a la sessió <a href=""https://codit-decidim-santcugat.s3.amazonaws.com/decidim-sant-cugat/uploads/decidim/attachment/file/758/LES_PLANES_-_PROPOSTES_V%C3%80LIDES_SESSI%C3%93_DELIBERACI%C3%93.pdf"" target=""_blank"">aquí&nbsp;&nbsp;</a></p>",2020-11-18 17:30:00,2020-11-18 19:30:00,0,0,,"Plaça del Coll de la Creu d'en Blau, 7, 08196 Les Planes,  Sant Cugat",SESSIÓ ON-LINE PER VIDEOCONFERÈNCIA,SCG-MEET-2020-10-265,2,0,31,https://decidim.santcugat.cat/processes/lesplanes/f/394/meetings/265,,
